row,key_hash_hex,record_index,jaJP_flags,jaJP_text,enUS_flags,enUS_text,zhTW_flags,zhTW_text
10279,D92E0A19,9853,0,これは……,0,This is...,0,這個是……
10280,D92F7718,9465,0,このまま放置なんぞされた日には、こっちだけが悪者みたいだろ！,0,"That's no good. If he runs, I'm gonna end up
looking like the bad guy, here...!",0,就這樣把我丟著不管，不就顯得好像只有我是壞蛋一樣嗎！
10281,D92F8C4E,5513,0,まぁ……ふふ、相変わらず甘えん坊なのね。,0,"Ah... hmhm. You always were the cuddly sort, dear.",0,哎呀……呵呵，妳還是一樣愛撒嬌呢。
10282,D93170C5,5308,0,そんなの、やってみなくちゃ判らないよ！,0,You can't know that until I try!,0,不試試看怎麼知道呢！
10283,D93ADDE2,11007,0,カルラ様……トウカ様……？,0,Lady Karulau...? Lady Touka...?,0,卡露拉大人……藤香大人……？
10284,D9419F80,5971,0,ウキャキャッ♪,0,Ooogeegee!,0,嗚呀呀啊<onpu>
10285,D94AF363,10800,0,『オォォォォォォォォォォォォォォォォォォォォォォォォッ！！！』,0,HAAAAAAAAAAAAAAAAAAAAAAAAAAH!,0,「喔喔喔喔喔喔喔喔喔喔喔喔喔喔喔喔喔喔喔喔喔喔喔喔喔！！」
10286,D9530596,5473,0,…………,0,...,0,…………
10287,D954B9F5,9411,0,はい……,0,Well...,0,是的……
10288,D95D6167,7058,0,"さて、聖上が布告を出されてから随分と経つが、
近隣諸國の反応が芳しくないのは皆も判っていると思う。",0,"Now. It has been some time now since our liege's
proclamation. I am sure you are aware of the
response from our neighbors--or lack thereof.",0,話說，自從聖上發布公告後已過了許久，但鄰近諸國的反應並不熱絡，相信各位也都清楚。
10289,D9620CA3,10931,0,クーちゃん、返事をして下さい、クーちゃん？,0,Ku! Answer me! Ku!?,0,小久，快回答我啊，小久？
10290,D9771543,11025,0,うひひ、でも、やるしかないみたいやぇ。,0,"Hee hee. Guess we've got no choice but to fight,
then.",0,嘻嘻，不過，看來也只能上了呢。
10291,D97B6945,10687,0,でも……だけど……このままじゃ……みんなが……,0,"But... at this rate... if we do nothing, then...
Everyone will...",0,但……可是……這樣下去的話……大家會……
10292,D9A0017C,6359,0,"帰路につく馬車の中、クオンはあることに気づく。
自分が接したオシュトルは、死んだはずのハクが成り代わった姿なのだと。
互いの事情を越え、クオンの心は決まった。",0,"In the carriage on the way back, Kuon realizes the Oshtor she had seen
was in truth Haku assuming his identity, even though Haku
was supposed to be dead. Fully understanding the situation now, Kuon
strengthens her resolve.",0,"久遠在回程的馬車當中，意識到了一件事。
那就是自己曾接觸到的奧修特爾，其實是本應已故的哈克的化身。
歷經雙方的種種風波，久遠下定決心。"
10293,D9A55780,7509,0,はい、こちらが先に見つけて良かったです。,0,"Yes. It's a good thing we found it before we were
compromised somehow.",0,是的，還好我們已事先發現了。
10294,D9AAF401,9520,0,……何だと？,0,...What?,0,……你說什麼？
10295,D9C8FA38,7551,0,<兄:あに>さまは……,0,But my dear brother...,0,兄長大人他……
10296,D9F04A08,10854,0,望モウト望ムマイト、ソレガ<運命:サダメ>。,0,"WHETHER DESIRED OR NOT, THAT IS FATE.",0,無論期望與否，皆為命運使然。
10297,DA0DE962,8036,0,ん？,0,Hmm?,0,嗯？
10298,DA24D512,5566,5,"窮状を見据えたように、商人チキナロがエンナカムイを訪れた。
彼がもたらしたもの、それは未だ臥せるアンジュへの特効薬だった。",5,"The merchant Chikinaro pays a suspiciously well-timed visit to
Ennakamuy during this trying situation to offer a special medicine for
the still-recovering Anju.",5,"商人切奇納羅像是看準絕境一般，造訪了恩納卡姆依。
他帶來的是給仍臥病在床的杏樹的特效藥。"
10299,DA337C0B,11046,0,クオン。,0,Kuon.,0,久遠。
10300,DA377792,8192,0,だがその……父上はあれで頑固だからな、説得するとなるともう少し何か欲しい。,0,"But our father... He is quite stubborn, and there
is something I require in order to convince him.",0,但……那個……父親大人畢竟頑固得很，如果要說服他，我還需要些什麼。
10301,DA4C449C,7204,0,お側付き？,0,Retainer?,0,近侍？
10302,DA65CC5E,8590,0,お、おい、見ろ、く、来るぞ！,0,"H-Hey, look... he's coming this way!",0,喂、喂，快看，過、過來了！
10303,DA6B6C72,6994,0,ムネチカさまは自由ですから、どうぞお好きにしてください。,0,"You are free to go now, Miss Munechika. Do as you
please!",0,宗近大人您已經自由了，所以請照您的意思去做吧。
10304,DA70ABC4,5750,0,？,0,?,0,？
10305,DA7267CC,11034,0,おちおち眠らせてもくれんとか、時間外労働手当を要求するね。,0,"Come on, do I have to do EVERYTHING around
here? If I don't get a bonus on this one, I'm
filing a complaint.",0,都不讓人好好睡一覺，我可是要你們給加班費的啊。
10306,DA77A72B,6223,0,『聞いてくれ』？　何時からそんな女々しい台詞を吐くようになった。,0,"""Just hear me out""? Since when do you fall back
on lines like that?",0,「聽鄙人說」？你什麼時候會說出這種懦弱的話了。
10307,DA94FF02,10132,0,ウォシス、お前は一体……,0,"Woshis, what exactly are you...?",0,沃西斯，你到底……
10308,DA9A8BBF,7857,0,だが駄目だ。,0,But no.,0,但是，不行。
10309,DA9B5F56,8732,0,……ああ。久しいな、ミカヅチ。,0,"...Yes. Too long, Mikazuchi.",0,……是啊，好久不見呢，御雷。
10310,DAC54BEE,5991,0,あむ……むぐむぐ……,0,"Mrrgh, mrm mrm...",0,啊唔……嚼嚼……
10311,DB05F41C,10887,0,…………,0,...,0,…………
10312,DB0721D9,6001,37,ああっ、<余:よ>の『ルル』が！？,37,Ah!! My rulu!,37,啊啊！余的「露露」！
10313,DB11E402,10644,0,『ふぅん……無駄な足掻きを。幾ら数を集めた所で私達に敵うはずが#@－－#』,0,"Hmph... A useless struggle. You insects may swarm,
but no matter your numbers, you will never--",0,「哼……白費力氣。就算來了再多的人也不可能是我們的對手#@－－#」
10314,DB181F0F,6472,0,民というものは、暮らしを脅かされなければ、<皇:オゥルォ>が誰であろうと気にとめぬ。,0,"""The people"" care little for whose name bears the
word owlo in front of it, so long as they may
continue to live in peaceful ignorance.",0,所謂的人民，只要不會危及到他們的生活，根本不會在意<皇:奧羅>是誰。
10315,DB2164D0,7572,0,ネコネは反射的に振り返る。,0,Nekone reflexively turns.,0,貓音反射性地回過頭。
10316,DB29DB34,5820,0,己の言葉で多くの命が失われて行く。その覚悟がおありか？,0,"Countless lives hang in the balance at your
decree. Are you prepared to command their end?",0,您的一句話將會導致諸多人失去性命。您已經做好心理準備了嗎？
10317,DB2B436D,9228,0,ウオォォォォォォォーッ！！,0,HRRRAAAAAAAAAAAAAAAAAAAA--!!!,0,哦哦哦哦哦哦～～～～～～～～！！
10318,DB3E34BA,10533,0,だんだん、喋り方まで主そっくりになってきたじゃない。,0,"Startin' to sound like their master, yeah?",0,連語氣都漸漸地變得跟主人一模一樣了啊。
10319,DB4FE73C,8686,0,"……<彼奴:あやつ>らの根城を壊して短期決戦に持ち込むということか。
だが、場所がわからん。",0,"...So you intend to hit their headquarters, and
force them into a short and decisive battle.
We still don't have its location, though.",0,……是要破壞他們的根據地，逼他們進行短期決戰嗎。但是，我們不知道他們的根據地在哪。
10320,DB56D573,7489,0,何だ、二人とも突然。,0,What are you two saying all of a sudden?,0,妳們兩人怎麼突然說起這些？
10321,DB61EC76,6276,0,ふん、怪我人相手では興ざめというものだ。今日のところは退いてやる。,0,Hmph. There's no sport in dueling a wounded man.,0,哼，和受傷的人打也沒什麼意思。今天我就姑且撤退了。
10322,DB634BB0,6121,0,グルルルルルル………,0,Grrrrrrrrrrh...,0,咕嚕嚕嚕嚕……
10323,DB6953F6,6685,0,<余:よ>は取り戻すのじゃ……,0,I want...,0,余要奪回……
10324,DB7B2817,9023,0,ぐ、ぐぐぐぐぐぅぅ……,0,Nnhh...,0,嗚、嗚嗚嗚嗚嗚……
10325,DB8AFA76,7665,0,『ヴライ……』,0,VURAI...,0,「武賴……」
10326,DB963B0B,7937,0,はぁ……やれやれ、後先考えないのは相変わらずか。,0,"*Sigh*...Good grief. As usual, you ain't thinkin'
about what happens AFTER the pointin' and
posturin'.",0,唉……妳還真是老樣子，做事不考慮後果。
10327,DB9F1D86,9576,0,マロは采配師で、オシュトル殿と互角の戦いをしているのでおじゃる……,0,"Forsooth, I dreamt myself a tactician, given pow'r
over a grand army of the empire. More than this--
'Twas against thee I fought... and fought well.",0,在夢裡，麻呂以軍師的身分跟奧修特爾大人戰得難分高下……
10328,DBB4E6A6,5373,0,一兵たりともここを通すわけには……あっ！？,0,I won't let a single man pass--Huh!?,0,我不會讓一兵一卒通過這裡的……啊！？
10329,DBD9AFA2,7786,0,"なんとか冷静になろうと務めているようだが、
次第に<大事:おおごと>になっていく話の流れに、興奮を隠しきれていない。",0,"She's fighting to remain calm, but as the plan
gains momentum, she can't hide her growing
excitement.",0,她似乎努力想讓自己保持冷靜，但逐漸發展為大規模事態的狀況，讓她難掩興奮之情。
10330,DBE6BF25,5279,15,"自身の内なる力と病のことを聞かされたクオンは、
ヤマトの混乱に乗じ、トゥスクルが帝都侵攻を決定したことを知った。",15,"After being told about her innate power and illness,
she learns that Tuskur has decided to take advantage of the chaos in
Yamato and invade the Imperial Capital.",15,"久遠得知了蘊藏於己身的力量與疾病，
更知曉了圖斯庫爾決定趁著大和陷入混亂進攻帝都。"
10331,DBEAE58B,8627,0,アトゥイ、無茶が過ぎる。,0,"Atuy, that is an irresponsible thing to say...",0,阿圖依，不要亂說。
10332,DBECEA86,7583,0,待ちかねたぞ、オシュトル。,0,"I have been waiting for you, Oshtor.",0,吾都快等不及了，奧修特爾。
10333,DBF71EF2,10904,0,我が血ならば……<理:ことわり>すらねじ伏せ、森羅万象をも支配しよう。,0,"With my blood... Even the natural order of the
world shall yield to my will. I am conqueror of
mortals, of nations, of worldly truths.",0,若以吾之血……就連法則亦可壓制，甚至支配世間萬物吧。
10334,DBF95C1F,8968,0,<兄:あに>さま……マロロは！,0,"Dear brother, Maroro is--!",0,兄長大人……麻呂呂他……！
10335,DC00C627,8458,0,びっしり内容の詰まった書簡に記された報告を確認する。,0,"My eyes skim the countless reports and letters,
the sea of numbers detailing our logistical and
military strength.",0,我確認著寫得密密麻麻的書簡中所記錄的報告。
10336,DC023BB4,8821,0,"でも大丈夫かな？　
あっちも抜け道があるって事は知っているし、すでに塞がれているかも。",0,"Are we sure it will be that simple? The enemy
must know of this secret path by now--for all we
know, they may have blocked it off.",0,可是沒問題嗎？對方也知道有祕密通道，或許已經被堵起來了。
10337,DC0E8905,5961,0,試してみないとわかりませんけど、できると思います。,0,"I won't know unless I try, but it should be possible.",0,雖然得嘗試才知道，但應該可以吧。
10338,DC2EF3F9,10563,0,くそッ……最早、<躊躇:ためら>っている余裕などない！,0,Damn... I don't have the luxury to hesitate!,0,可惡……已經沒時間猶豫了！
10339,DC44F7A1,7080,0,そうではない。,0,Not at all.,0,不是的。
10340,DC4818B1,8908,0,後詰めに貴様を残しておいたのだ。よもや抜かりは無かろうが。,0,"I had you posted as rear guard for a reason. Has
everything been arranged as planned?",0,我把你留在後備軍了，雖說想必不會有什麼閃失。
10341,DC581596,11102,0,え？,0,Huh?,0,咦？
10342,DC5F02FF,10297,0,いィいぎィィいいいいいい！,0,Eeeeeerrrgh!,0,咿咿嘰咿咿咿咿咿咿！
10343,DC7C0F91,6444,0,な#@－－#,0,Wh--!?,0,什#@－－#
10344,DC9FC18A,9862,0,じゃあ……まさか……ここって……,0,Then... you mean to say... this place is...?,0,那……難不成……這裡是……
10345,DCAEDE7B,6201,0,ハクの敵を討つ事もいずれ……,0,We'll be able to avenge Haku soon enough...,0,總有一天也能討伐哈克的敵人……
10346,DCAF26AD,9248,0,ああ、約束する。必ず、<皆:みな>の所へ戻ると。,0,I swear it. I'll survive this and return to you.,0,嗯，鄙人答應妳。一定，會回到大家身邊。
10347,DCB09D08,8882,0,いい考え？,0,A good idea?,0,好主意？
10348,DCB439CB,11043,0,もちろん……なのです。<兄:あに>さまが戻ってきてくれたのですから！,0,"Yes... of course. How could I not, when you are
back with us, dear brother?",0,當然……了。因為兄長大人您回來了啊！
10349,DCD34162,6558,0,やらせときましょうや。子供の喧嘩に大人が口出しするもんじゃねぇぜ。,0,"Let 'em knock each other around a bit. No place
for adults in kids' roughhousing.",0,就隨她們去吧，大人不該對小孩子的吵架多嘴。
10350,DCD442AE,8547,0,確かに。どこか境遇が似ている所も、共感できるな……,0,"That sounds right. Something about his situation
does feel familiar...",0,確實是。境遇跟我有幾分相似這點，也讓我很有共鳴……
10351,DCEF17F9,7045,0,"クジュウリでの交渉は破談寸前となったが、
オシュトルの努力によりシスは矛を収めた。
ここに正式に、クジュウリとの同盟が成立することとなった。",0,"Negotiations with Kujyuri seem to be on the verge of breaking down
until Oshtor convinces Shis to back down, and the two nations officially
form an alliance.",0,"儘管在九重里的交涉只差一點就要失敗，
但在奧修特爾的努力下，希絲收起了敵意。
如此這般，恩納卡姆依與九重里正式締結為同盟了。"
10352,DCF13F51,8719,0,そう言われると、引きたくなくなるなぁ。,0,"Ooh, I don't know if that's an excuse to fall
back, pet.",0,聽你這麼一說，人家就更不想退下了。
10353,DCF2B156,7808,0,まさかオシュトルが、そこまで我々のことを考えてくれていたとはな。,0,"...I never imagined Oshtor would support our cause
like this.",0,奧修特爾，沒想到你一直這麼為我們著想啊。
10354,DCF32727,10829,0,待って……,0,Wait...,0,等等……
10355,DD0A10BC,5412,0,おそらくは……,0,"No, most likely...",0,恐怕……
10356,DD126D49,7821,0,不敵な笑みでこちらを見つめるゲンホウを見つめ返した。,0,"Genho stares at me with a fearless smile. I match
his gaze steadily.",0,彥峰以大膽無懼的笑容看著我，而我同樣回看他。
10357,DD2D7DCE,7714,0,"イズルハで隠遁しているノスリとオウギの父ゲンホウは、
氏族を<纏:まと>めるためにはトキフサが持つ金印が必要であると明かす。",0,"Nosuri and Ougi's father Genho, who is sequestered in Izuruha, reveals
that they will need Tokifusa's golden seal in order to rally the clan.",0,"鵟與扇那藏身於伊茲魯哈的父親──彥峰，
坦言為了統帥部族，就需要時櫻所持有的金印。"
10358,DD32E3FD,9615,0,アンジュの言葉に深く頭を下げつつ、どこか違和感を覚えた。,0,"I deepen my bow at the praise, but as Anju
continues speaking, something... feels off.",0,我深深一鞠躬回應杏樹的話語，同時卻又覺得有點不對勁。
10359,DD4D046F,5472,0,……随分外れの方まで行くんだな。,0,...We're traveling quite far.,0,……我們似乎來到了相當偏僻的地方呢。
10360,DD4E7741,8164,0,"強いて誰のせい、というものではなかったとは思います。
しかし、その場を仕切っていたのはゲンホウ殿でした。",0,"I do not think it was a matter of determining
who was at fault... But Lord Genho was responsible
for the place where it was kept.",0,我認為那無法硬說是誰的錯。但當場負責那件事的是彥峰大人。
10361,DD565394,6818,0,この状況で、なぜ同じガウンジが……,0,How could the same gaunji be here...?,0,在這狀況下，為何會出現同一隻烈獸……
10362,DD6DD686,8916,0,"そこには<逓信衆:ティリリャライ>をすでに下がらせ、
怒りに顔をゆがめるマロロだけが残されていた。",0,"Maroro stands alone, the Tiriryarai dismissed,
his face twisting with rage and hunger.",0,<通信隊:緹利廖萊>已被斥退，現場只留下因為憤怒而表情扭曲的麻呂呂。
10363,DD9D68C8,10287,0,なっ……,0,Wha—?!,0,什……
10364,DDA90733,8626,0,大丈夫、きっとオシュトルはんがなんとかしてくれるぇ。,0,"It'll be okay! I'm sure Oshtor will make
something happen.",0,沒問題的，奧修特爾先生肯定會有辦法幫你的。
10365,DDC2AC10,8518,0,ソヤンケクルは苦笑してそう告げると、誰かを捜すように視線を動かし……,0,"Soyankekur murmurs the last with a somewhat wry
smile, then searches the group with a couple
quick glances...",0,索楊克庫爾苦笑著如此說道，然後視線四處游移，好像在尋找什麼人……
10366,DDC53AEF,5325,0,戦いに出る前に皆にも今一度問うておきたい。,0,Indulge me as I repeat myself one last time.,0,戰鬥之前，鄙人想再問你們一次。
10367,DDC6D0E5,5312,0,傷ついても、命削っても、クーは戦う。,0,"Even if you're hurt... Even if it will cost you
your life... You'll probably never stop fighting.",0,即使受傷，即使縮短壽命，久也會戰鬥下去。
10368,DDCCE332,5951,0,……うむ。我らが帝都にいた頃にも同じような事が起き、樹木を枯らしてしまった。,0,"Yes... Because we did something similar in the capital, and all the trees
withered.",0,嗯。我們在帝都時也做過同樣的事情，害得樹木枯萎了。
10369,DDD1AF2E,9321,0,………,0,...,0,……
10370,DDDEACDC,10486,0,ヒトなのかも定かじゃないとはな。まさかとは思うが……,0,"You're sure these things ain't ordinary soldiers?
I hate to say it, but that might mean...",0,連是不是人都不確定啊，我想該不會是……
10371,DDE1C1B0,8029,0,ああ、<某:それがし>も期待している。,0,Aha. I am looking forward to it.,0,好的，鄙人也很期待。
10372,DDE77442,8572,0,我が父も、私に後を託して散っていった家臣たちも想いは一緒です。,0,"My father--even those of my retainers who fell
in the sacking of Naara--They all felt the same.",0,我的父親，以及將希望寄託於我的那些戰死的家臣們，大家的想法都是一樣的。
10373,DDF2E4B4,5394,0,オシュトル！,0,Oshtor.,0,奧修特爾！
10374,DDF32A67,7364,0,オシュトルさま……,0,Sir Oshtor...,0,奧修特爾大人……
10375,DDF3C2EB,6230,0,<最早:もはや>避けられん。やるしかない……,0,Yeah. No way around it. I've gotta fight him...,0,已經沒有退路了，只能出手了嗎……
10376,DE0199A3,8560,0,"ソヤンケクル殿……貴殿はイタク殿の願いを承知の上で、
ここまでお連れしたのか？　
シャッホロは立場上……",0,"Lord Soyankekur... You have brought him here,
despite his aim? Surely the implications--",0,索楊克庫爾殿下……您是明白伊塔庫殿下的請求，還將他帶來此處的嗎？夏赫羅在立場上……
10377,DE1A58F5,6310,0,"貴様への命は本来、オシュトルの真意を確かめ、
独断専行したデコポンポ軍を抑えることだった筈……",0,"Your orders, if I recall, were to test Oshtor's
will and reclaim the delinquent armies of
General Dekopompo?",0,你收到的命令，本就是前去確認奧修特爾的想法，並阻止獨斷獨行的凸砰砰軍才對……
10378,DE26B187,8848,0,ほぉ……ようやく私とシャッホロ勢の出番というわけだね。,0,"Ah... Finally, the time has come for my army to
head out to battle.",0,呼……總算輪到我和夏赫羅軍出場了呢。
10379,DE276A5B,7779,0,ノスリ、以前お前の家を再興する、という話をしたな。,0,"Nosuri. You told me previously that your greatest
aim was to restore your noble household.",0,鵟，鄙人曾說過，會協助妳復興家族對吧？
10380,DE48375C,5931,0,ウキウキキッ！,0,Ooogeeooogee!,0,嗚吱嗚吱吱！
10381,DE4F43B5,7447,0,何か視点が定まっていない、呆けていたように見えたが。,0,"Her eyes look... unfocused. Something doesn't
seem right.",0,她看起來眼神茫然，一副呆滯的樣子。
10382,DE6460B5,8325,0,オウギは、床に倒れたトキフサに意識がないのを確認しつつ、肩を<竦:すく>めた。,0,"After confirming that the fallen Tokifusa is
indeed unconscious, Ougi rises with a shrug.",0,扇確認倒在地上的時櫻確實失去了意識，聳了聳肩。
10383,DE8FB262,6605,0,#@－－#っ！？,0,!?,0,#@－－#！？
10384,DE96B927,7861,0,娘の言葉に呆れたように息をつき、こちらに再び視線を合わせる。,0,"He heaves a heavy sigh, as if exasperated by his
daughter's words... then turns his gaze on me.",0,聽見女兒的話，他彷彿無奈般地嘆了口氣，接著再次與我對上視線。
10385,DEA26ACE,9323,0,あ……,0,Oh...,0,啊……
10386,DEA9A9A0,8789,0,"共にナコク復興を目指すことを望むアトゥイに、
自らを律するよう諭すまでに成長したイタク。",0,"Itak has grown and is self-disciplined enough to give Atuy friendly advice
when she wants to stay behind to rebuild Nakoku with him.",0,"面對同樣立志重振納克庫的阿圖依，
如今的伊塔庫已經成長到能勸其自律了。"
10387,DEAF4B2B,9990,0,ククク……来て早々、なかなか愉快な事になっているようだな……,0,"Heh heh heh... Well, this is a merry little
welcoming party.",0,哈哈哈……我這才剛來，就已經發展成了相當令人愉悅的局面了嘛……
10388,DEB63793,9547,0,目を見開いたまま、絶句するマロロ。やがてその口から乾いた笑いが漏れた。,0,"Maroro gapes, speechless and aghast. A sound rises
from his chest, dry and wheezing: an incredulous
laugh.",0,麻呂呂睜大雙眼，啞口無言。過了一會兒他的口中發出乾笑。
10389,DEC222CB,9871,0,ウルトリィ殿か？,0,"...Is that you, Lady Ulthury?",0,是烏爾托麗殿下嗎？
10390,DEC80914,7623,0,『<皆:みな>ノ気持チハ嬉シイガ、相手ガ悪スギル……』,0,"I AM GLAD TO HAVE YOUR SUPPORT, BUT THIS FIGHT
IS BEYOND YOUR POWER...",0,「各位的心情鄙人心領了，但對手實在太難對付……」
10391,DED2B5BC,10710,0,どうして……では……兄上はッ……,0,Why...? But then... that means my brother is...,0,為什麼……那麼……兄長大人他……
10392,DEDD5817,5304,0,っ……,0,...,0,……
10393,DEE8B21B,6293,0,ガウンジの回収を急がせろ。あれにはまだ使い道がある。,0,"Accelerate our timeline for capturing that gaunji.
I'll have uses for the creature, soon enough.",0,盡快收回烈獸。那東西還能派上用場。
10394,DEED96A7,6140,0,お、オシュトル殿……,0,M-Master Oshtor...,0,奧、奧修特爾大人……
10395,DEFB63BE,5621,0,見舞う？　<母:はは>さまを？,0,A visit? To see Mother?,0,您要去探望母親大人？
10396,DF0E844D,8204,0,"トキフサにとっても自らの正当性を証明するもの。
そうそう金印を手放す訳はないか。",0,"For Tokifusa, that might as well be his only
proof of legitimacy. He's not going to give it up
that easily.",0,對時櫻來說，金印也是證明自身正當性的東西，他應該不會隨便放手。
10397,DF2345D5,7508,0,灯台もと暗しか。一人二人の密偵ならば簡単に忍び込めるだろう。,0,"It's easy to miss what's right under your nose.
One or two enemy agents could probably sneak in
unnoticed, as we are now...",0,這就是俗話說的燈台之下最黑暗吧，若是一兩個密探，恐怕輕易便能潛入吧。
10398,DF334E29,6678,0,"皇女さん……お前さんが好きで、お前さんが心配で、
お前さんの為だけに、ここに残った連中だ。",0,"Princess... We're here because we care about you.
And if rebuilding is what you want to do, we're
here to help.",0,「公主殿下……他們是因為喜歡妳，擔心妳，所以才單單為了妳而留在這裡。」
10399,DF35A009,5395,0,右近衛大将オシュトル、受けて立とう。,0,"Oshtor, Imperial Guard of the Right, hereby
accepts your challenge.",0,右近衛大將奧修特爾，接受指教。
10400,DF50DA52,7970,0,我等エヴェンクルガ族は、義に生きる者ですからな。,0,We of the Evenkuruga live by justice.,0,畢竟吾等艾文庫魯加族，可都是仰賴道義而生之人啊。
10401,DF526284,9734,0,本来ならそのような國はありえぬ。,0,"Under normal circumstances, such a country could
never survive.",0,本來不應該存在這樣的國家。
10402,DF56456F,9379,0,そっと面を上げ、母の顔を見た。,0,"Carefully, I raise my eyes and look into hers.",0,我靜靜抬起頭，看著母親的臉。
10403,DF5CF750,6216,0,<兄:あに>さま……,0,Dear brother...,0,兄長大人……
10404,DF6BC397,8431,0,"オシュトルは首都ナァラの奪還を目指し、奇襲を画策する。
しかし、朝廷軍の動きは速く、先んじて強襲を受けてしまう。",0,"Oshtor plans an ambush to recapture the capital of Naara, but the
fast-moving imperial army withstands the assault.",0,"奧修特爾為了奪回首都納樂，策畫突襲行動。
然而，朝廷軍的行動迅速，搶先發動了強襲。"
10405,DF73C6EB,5833,0,それすら奪われるというのか……,0,"And now, they would take that from me, too...?",0,父親大人留下來的，現在就只剩下這個身體……
10406,DF745DA4,9572,0,その顔からは、あの禍々しい『化粧』は綺麗になくなっていた。,0,"The terrifying makeup has been wiped clean from
his face...",0,原先在他臉上的那些帶著不祥氣息的「妝容」現在完全消失了。
10407,DF848D20,9999,0,<余:よ>に心配させるとは何事じゃ！,0,How DARE you make me worry over you!,0,竟然讓余為你擔心，成何體統！
10408,DF8A5D6B,5941,0,キママゥは頭が良いですし、生き物には変わらないですから……,0,"They're intelligent living beings too, after all.",0,畢竟奇瑪瑪很聰明，也的確是生物沒錯……
10409,DF946483,6801,0,天……から……,0,A-A... A bolt... from the heavens...!,0,從……天上……
10410,DF9AEBB3,6949,0,判りました。クーちゃんの正体は、誰も知らない知られてはいけないのですね。,0,"Understood. So we must keep your identity a
secret! Nobody must ever know.",0,我知道了。所以誰也不知道小久妳的身分，也不能讓任何人知道，對吧？
10411,DFA60A82,8359,0,"声を張り上げ、先頭を切って<ウマ:ウォプタル>を駆る。
駐留していた兵達の騒乱のさ中を突っ切り、そのまま城外へ飛び出した。",0,"I take the lead with a shout, riding my woptor
forward. Cutting through the commotion, we make
a break for it, charging out the gates.",0,我喊出聲音，駕著<馬:沃布塔爾>在前方開路。趁著駐守的士兵們一片騷動時，我們一口氣突破，就這樣往城外飛奔而出。
10412,DFB0F854,8613,0,しばしこの國でくつろぐがよい。海を越える長旅、ご苦労じゃった。,0,"Please, make yourself at home in this country for
a short while. It is the least I can offer, after
your long journey across the sea.",0,暫且在這個國家稍事放鬆吧。遠渡重洋來到此地，辛苦你了。
10413,DFB57C3D,11106,0,マシロ様、か。,0,...A man all in white...?,0,純白大人嗎。
10414,DFB8BA7B,5516,0,まさか、この言葉が自分自身に跳ね返ってくるとは……ええい、<儘:まま>よ。,0,"I never thought I'd throw my own words back in my
face... Gah. Here goes nothing.",0,沒想到，這句話到頭來會落到我自己頭上……不管了，船到橋頭自然直吧。
10415,DFBBC955,8195,0,は？　もしかしてコレの事で御座いますかな？,0,Eh? Do you mean... this?,0,哦？難道您是指這個東西嗎？
10416,DFBE23F7,9687,0,"何故です！　
このままではライコウ様は、
ただの<謀叛者:むほんもの>として裁かれる事になってしまいます。",0,"Why not!? If you give up now, you'll be executed!
History will call you a traitor to the throne!",0,為什麼！再這樣下去雷光大人只會被當成一介謀反者給處決掉的。
10417,DFC1A4C7,6667,0,んで、それの何が悪い。,0,"What's it even matter, anyway?",0,「可這樣又有什麼不好？」
10418,DFD2CAEE,9906,0,……えっ？,0,...Huh?,0,……咦？
10419,DFFC6EA3,8230,0,どうかしたのか？,0,What is the matter?,0,怎麼了嗎？
10420,E007EDD6,8146,0,"突然父の名が出てきた事に、ノスリは驚きつつも頷く。
トキフサはそれを見て、満足げに頷いた。",0,"At the mention of her father's name, Nosuri nods
despite her surprise. Noting her, Tokifusa
responds with a nod in kind, satisfied.",0,對時櫻突然說出父親名字之事，鵟儘管驚訝，仍點頭回應。時櫻見狀，滿意地點頭說道。
10421,E01563C5,7350,0,ありがとうございます、お姉さま……,0,"Thank you, Sister...",0,謝謝您，姊姊大人……
10422,E0158B49,6231,0,自分がミカヅチと戦う……？　冗談じゃない、万が一にも勝ち目などあるものか。,0,"Me? Fighting Mikazuchi? HELL no. There's no
way I'm coming out of this on top.",0,要我和御雷戰鬥……？別開玩笑了，贏的可能性連萬分之一都沒有啊。
10423,E01D73FB,8156,0,……取り敢えず、続きを聞こう。,0,"...For the time being, please go on.",0,……總之就先繼續聽聽吧。
10424,E02C7350,7870,0,今の言葉、聞き捨てならぬぞ！,0,Your words are inexcusable!,0,你剛剛的話，余可不能當作沒聽見！
10425,E030D523,6760,0,"……ええ。飾られているよりも使われてこそ、剣も本懐をとげられるというもの。
きっと、喜んでいますわ。",0,"Yes, yes. Never you mind it. I'd like to think
it'll be happier with her than it was gathering
dust on the mantle.",0,……不要緊。比起被當作裝飾品，劍也更想被拿去使用吧。我想它現在一定很開心。
10426,E037E68C,9314,0,<兄:あに>さま……,0,Dear brother...,0,兄長大人……
10427,E03D16E2,8190,0,"父上の事なら、私達に任せてもらいたい。
何せ、ここに来る前に一度寄っているからな。",0,"You may leave my father to us. We have already
been to visit him before we arrived at your
castle.",0,父親大人之事，希望您就交給我們。因為在來訪此處前，我們已先繞去一趟了。
10428,E0425C98,8936,0,……ようやく出てきたでおじゃるか。待ちくたびれたでおじゃるよ。,0,"Ere the kindling arriveth, the pyre hath been made
ready--and o, how its keeper doth tire of waiting.",0,……總算出來了嗎。讓人久候多時了是也。
10429,E0432DE4,7927,0,それは……,0,Well...,0,這……
10430,E0693805,6607,0,ぐ……お……,0,G... G-Gah...,0,嗚……啊……
