group_key,is_rep,priority,group_size,jp_type,section,index,id_hex,slot,ja,ja_tpl,locks
らしたら質素なもんだがな。,0,73,2,normal,9,317,DB27EF6F,text2,\x81\x8Bらしたら質素なもんだがな。,{{L000}}{{L001}}らしたら質素なもんだがな。,"[""\\x81"", ""\\x8B""]"
點寒酸啦。,1,70,1,kanji_term,9,317,DB27EF6F,text3,\x9C\x89點寒酸啦。,{{L000}}{{L001}}點寒酸啦。,"[""\\x9C"", ""\\x89""]"
が、せめてもの気持ちってヤツだ。,1,76,2,normal,9,318,B3BDFCED,text1,\x93が、せめてもの気持ちってヤツだ。,{{L000}}が、せめてもの気持ちってヤツだ。,"[""\\x93""]"
が、せめてもの気持ちってヤツだ。,0,76,2,normal,9,318,B3BDFCED,text2,\x93が、せめてもの気持ちってヤツだ。,{{L000}}が、せめてもの気持ちってヤツだ。,"[""\\x93""]"
てヤツだ。,1,85,1,normal,9,318,B3BDFCED,text3,てヤツだ。,てヤツだ。,[]
なに、これはこれでなもんさ。,1,74,2,normal,9,320,65E41FF0,text1,\xA6なに、これはこれで<乙:おつ>なもんさ。,{{L000}}なに、これはこれで{{L001}}なもんさ。,"[""\\xA6"", ""<乙:おつ>""]"
なに、これはこれでなもんさ。,0,74,2,normal,9,320,65E41FF0,text2,\xA6なに、これはこれで<乙:おつ>なもんさ。,{{L000}}なに、これはこれで{{L001}}なもんさ。,"[""\\xA6"", ""<乙:おつ>""]"
美しい琥珀色で満たされた。,1,93,1,normal,9,321,AEB8CC55,text3,\x8C美しい琥珀色で満たされた。,{{L000}}美しい琥珀色で満たされた。,"[""\\x8C""]"
をウコンに差し返す。,1,80,1,normal,9,322,C622DFD7,text4,\x8Cをウコンに差し返す。,{{L000}}をウコンに差し返す。,"[""\\x8C""]"
なる音が、静かな夜空に美しく響いた。,1,98,1,normal,9,324,FC28BEA7,text3,\x8Dなる音が、静かな夜空に美しく響いた。,{{L000}}なる音が、静かな夜空に美しく響いた。,"[""\\x8D""]"
に飲み干して感嘆の吐息を漏らす。,1,96,1,normal,9,325,37746D02,text3,に飲み干して感嘆の吐息を漏らす。,に飲み干して感嘆の吐息を漏らす。,[]
らす。,1,73,1,normal,9,325,37746D02,text4,\xBC\x8Fらす。,{{L000}}{{L001}}らす。,"[""\\xBC"", ""\\x8F""]"
……是啊，好喝。,1,73,1,kanji_term,9,327,FB91C418,text3,……是啊，好喝。,……是啊，好喝。,[]
な奴だが、 飲み食いへの目利きが確かってのはホントらしいな。,1,100,1,normal,9,327,FB91C418,text4,"\x91\xB3な奴だが、
飲み食いへの目利きが確かってのはホントらしいな。","{{L000}}{{L001}}な奴だが、
飲み食いへの目利きが確かってのはホントらしいな。","[""\\x91"", ""\\xB3""]"
のはホントらしいな。,1,70,2,normal,9,328,935E85F7,text1,\x81\xA6のはホントらしいな。,{{L000}}{{L001}}のはホントらしいな。,"[""\\x81"", ""\\xA6""]"
のはホントらしいな。,0,70,2,normal,9,328,935E85F7,text2,\x81\xA6のはホントらしいな。,{{L000}}{{L001}}のはホントらしいな。,"[""\\x81"", ""\\xA6""]"
トらしいな。,1,86,1,normal,9,328,935E85F7,text3,\xB3トらしいな。,{{L000}}トらしいな。,"[""\\xB3""]"
しいな。,1,74,1,normal,9,328,935E85F7,text4,しいな。,しいな。,[]
光啊。,1,48,2,kanji_term,9,330,E28AF559,text1,\xBC光啊。,{{L000}}光啊。,"[""\\xBC""]"
光啊。,0,48,2,kanji_term,9,330,E28AF559,text2,\xBC光啊。,{{L000}}光啊。,"[""\\xBC""]"
みを気にしながらチビチビやってるのに、 片やこんな美味い酒をんでいる。,1,110,1,normal,9,330,E28AF559,text3,"みを気にしながらチビチビやってるのに、
片やこんな美味い酒を<呑:の>んでいる。","みを気にしながらチビチビやってるのに、
片やこんな美味い酒を{{L000}}んでいる。","[""<呑:の>""]"
這種高級美酒。,1,52,2,kanji_term,9,331,309845D0,text1,\x91\x97這種高級美酒。,{{L000}}{{L001}}這種高級美酒。,"[""\\x91"", ""\\x97""]"
這種高級美酒。,0,52,2,kanji_term,9,331,309845D0,text2,\x91\x97這種高級美酒。,{{L000}}{{L001}}這種高級美酒。,"[""\\x91"", ""\\x97""]"
公平なことか。,1,87,1,normal,9,331,309845D0,text3,公平なことか。,公平なことか。,[]
ろよアンちゃん。 月がいいに傾いてきたぜ。,1,91,1,normal,9,331,309845D0,text4,"ろよアンちゃん。
月がいい<案配:あんばい>に傾いてきたぜ。","ろよアンちゃん。
月がいい{{L000}}に傾いてきたぜ。","[""<案配:あんばい>""]"
て気心の知れた仲間と月見酒、 なんてなぁ、最高の贅沢だと思わねえか。,1,90,2,normal,9,333,C3931444,text1,"\x97て気心の知れた仲間と月見酒、
なんてなぁ、最高の贅沢だと思わねえか。","{{L000}}て気心の知れた仲間と月見酒、
なんてなぁ、最高の贅沢だと思わねえか。","[""\\x97""]"
て気心の知れた仲間と月見酒、 なんてなぁ、最高の贅沢だと思わねえか。,0,90,2,normal,9,333,C3931444,text2,"\x97て気心の知れた仲間と月見酒、
なんてなぁ、最高の贅沢だと思わねえか。","{{L000}}て気心の知れた仲間と月見酒、
なんてなぁ、最高の贅沢だと思わねえか。","[""\\x97""]"
見酒、 なんてなぁ、最高の贅沢だと思わねえか。,1,103,1,normal,9,333,C3931444,text3,"見酒、
なんてなぁ、最高の贅沢だと思わねえか。","見酒、
なんてなぁ、最高の贅沢だと思わねえか。",[]
高の贅沢だと思わねえか。,1,82,1,normal,9,333,C3931444,text4,高の贅沢だと思わねえか。,高の贅沢だと思わねえか。,[]
友賞月喝酒才是絕佳的享受嗎？,1,64,1,kanji_sentence,9,334,08CFC7E1,text3,友賞月喝酒才是絕佳的享受嗎？,友賞月喝酒才是絕佳的享受嗎？,[]
には、の月が、 まるでのように横たわっている。,1,103,1,normal,9,335,B4D052DF,text3,"には、<上弦:じょうげん>の月が、
まるで<盃:さかずき>のように横たわっている。","には、{{L000}}の月が、
まるで{{L001}}のように横たわっている。","[""<上弦:じょうげん>"", ""<盃:さかずき>""]"
わっている。,1,76,1,normal,9,335,B4D052DF,text4,\x81\x9Fわっている。,{{L000}}{{L001}}わっている。,"[""\\x81"", ""\\x9F""]"
つ>なのが残念だがな。 もう何日かすれば、まんまるなお月様を楽しめたんだろうが……,1,90,2,normal,9,337,9FFD011C,text1,"\x92つ>なのが残念だがな。
もう何日かすれば、まんまるなお月様を楽しめたんだろうが……","{{L000}}つ>なのが残念だがな。
もう何日かすれば、まんまるなお月様を楽しめたんだろうが……","[""\\x92""]"
つ>なのが残念だがな。 もう何日かすれば、まんまるなお月様を楽しめたんだろうが……,0,90,2,normal,9,337,9FFD011C,text2,"\x92つ>なのが残念だがな。
もう何日かすれば、まんまるなお月様を楽しめたんだろうが……","{{L000}}つ>なのが残念だがな。
もう何日かすれば、まんまるなお月様を楽しめたんだろうが……","[""\\x92""]"
い。 光と影の月を眺めるのも、これもまたって奴だな。,1,86,2,normal,9,338,86E6305D,text1,"い。
光と影の月を眺めるのも、これもまた<乙:おつ>って奴だな。","い。
光と影の月を眺めるのも、これもまた{{L000}}って奴だな。","[""<乙:おつ>""]"
い。 光と影の月を眺めるのも、これもまたって奴だな。,0,86,2,normal,9,338,86E6305D,text2,"い。
光と影の月を眺めるのも、これもまた<乙:おつ>って奴だな。","い。
光と影の月を眺めるのも、これもまた{{L000}}って奴だな。","[""<乙:おつ>""]"
不錯嗎？,1,49,2,kanji_term,9,339,017E2C92,text1,不錯嗎？,不錯嗎？,[]
不錯嗎？,0,49,2,kanji_term,9,339,017E2C92,text2,不錯嗎？,不錯嗎？,[]
を掲げているみたいで、 あちらさんも一杯やってる感じがするだろ？,1,110,1,normal,9,339,017E2C92,text3,"\x83を掲げているみたいで、
あちらさんも一杯やってる感じがするだろ？","{{L000}}を掲げているみたいで、
あちらさんも一杯やってる感じがするだろ？","[""\\x83""]"
るだろ？,1,74,1,normal,9,339,017E2C92,text4,\x99るだろ？,{{L000}}るだろ？,"[""\\x99""]"
…哇哈哈哈哈！,1,62,1,kanji_term,9,340,18651DD3,text4,\xA6…哇哈哈哈哈！,{{L000}}…哇哈哈哈哈！,"[""\\xA6""]"
うじゃねえか。 言われてみりゃあ、確かにそう見える。,1,86,2,normal,9,341,C865CCAD,text1,"うじゃねえか。
言われてみりゃあ、確かにそう見える。","うじゃねえか。
言われてみりゃあ、確かにそう見える。",[]
うじゃねえか。 言われてみりゃあ、確かにそう見える。,0,86,2,normal,9,341,C865CCAD,text2,"うじゃねえか。
言われてみりゃあ、確かにそう見える。","うじゃねえか。
言われてみりゃあ、確かにそう見える。",[]
確很像。,1,69,1,kanji_term,9,341,C865CCAD,text3,\x84確很像。,{{L000}}確很像。,"[""\\x84""]"
かし光と影か。 まるで、どっかの誰かさんみたいだな。,1,96,1,normal,9,341,C865CCAD,text4,"かし光と影か。
まるで、どっかの誰かさんみたいだな。","かし光と影か。
まるで、どっかの誰かさんみたいだな。",[]
どっちが本当の顔なんだか。,1,93,1,normal,9,342,D17EFDEC,text3,どっちが本当の顔なんだか。,どっちが本当の顔なんだか。,[]
どちらも半端モンよ。,1,90,1,normal,9,343,FA53AE2F,text3,\xB1\x80どちらも半端モンよ。,{{L000}}{{L001}}どちらも半端モンよ。,"[""\\xB1"", ""\\x80""]"
邊都只是個半調子啊。,1,55,2,kanji_term,9,344,AB0907C6,text1,邊都只是個半調子啊。,邊都只是個半調子啊。,[]
邊都只是個半調子啊。,0,55,2,kanji_term,9,344,AB0907C6,text2,邊都只是個半調子啊。,邊都只是個半調子啊。,[]
かけるように呟くと、 しばらく黙って月を見つめていた。,1,97,1,normal,9,344,AB0907C6,text4,"\x8Aかけるように呟くと、
しばらく黙って月を見つめていた。","{{L000}}かけるように呟くと、
しばらく黙って月を見つめていた。","[""\\x8A""]"
つめていた。,1,66,2,normal,9,345,B451D43F,text1,\x8Bつめていた。,{{L000}}つめていた。,"[""\\x8B""]"
つめていた。,0,66,2,normal,9,345,B451D43F,text2,\x8Bつめていた。,{{L000}}つめていた。,"[""\\x8B""]"
嫌なら答えなくていい。,1,81,1,normal,9,346,910366B6,text4,\x80\x82　嫌なら答えなくていい。,{{L000}}{{L001}}　嫌なら答えなくていい。,"[""\\x80"", ""\\x82""]"
り戻したいもんなのか？,1,71,2,normal,9,348,BA840453,text1,り戻したいもんなのか？,り戻したいもんなのか？,[]
り戻したいもんなのか？,0,71,2,normal,9,348,BA840453,text2,り戻したいもんなのか？,り戻したいもんなのか？,[]
是什麼感覺？ 果然還是會想要找回記憶嗎？,1,70,1,kanji_sentence,9,348,BA840453,text3,"是什麼感覺？
果然還是會想要找回記憶嗎？","是什麼感覺？
果然還是會想要找回記憶嗎？",[]
要找回記憶嗎？,1,62,1,kanji_term,9,348,BA840453,text4,要找回記憶嗎？,要找回記憶嗎？,[]
感じも何も……特に気にしたことは無いな。,1,100,1,normal,9,349,E3489F6E,text3,\x86感じも何も……特に気にしたことは無いな。,{{L000}}感じも何も……特に気にしたことは無いな。,"[""\\x86""]"
、不自由はしちゃいないし。,1,83,1,normal,9,350,4CB8FE46,text4,\x8A\xB6、不自由はしちゃいないし。,{{L000}}{{L001}}、不自由はしちゃいないし。,"[""\\x8A"", ""\\xB6""]"
像你會說的話。,1,72,1,kanji_term,9,353,2422EDC4,text3,\x9F像你會說的話。,{{L000}}像你會說的話。,"[""\\x9F""]"
あえずは生きていけるしな。,1,93,1,normal,9,354,01705F4D,text3,あえずは生きていけるしな。,あえずは生きていけるしな。,[]
算是過得下去啦。,1,63,1,kanji_term,9,354,01705F4D,text4,\x82\x84算是過得下去啦。,{{L000}}{{L001}}算是過得下去啦。,"[""\\x82"", ""\\x84""]"
は似てるのかもしれねぇな。,1,73,2,normal,9,356,9E3F6B2B,text1,は似てるのかもしれねぇな。,は似てるのかもしれねぇな。,[]
は似てるのかもしれねぇな。,0,73,2,normal,9,356,9E3F6B2B,text2,は似てるのかもしれねぇな。,は似てるのかもしれねぇな。,[]
相似呢。,1,59,1,kanji_term,9,356,9E3F6B2B,text4,\xBE\x88相似呢。,{{L000}}{{L001}}相似呢。,"[""\\xBE"", ""\\x88""]"
呼べるものがあった俺は、 まだ恵まれているんだろうがよ。,1,108,1,normal,9,357,D729BC50,text3,"呼べるものがあった俺は、
まだ恵まれているんだろうがよ。","呼べるものがあった俺は、
まだ恵まれているんだろうがよ。",[]
有受到上天的眷顧吧。,1,55,2,kanji_term,9,358,51BDCEFE,text1,有受到上天的眷顧吧。,有受到上天的眷顧吧。,[]
有受到上天的眷顧吧。,0,55,2,kanji_term,9,358,51BDCEFE,text2,有受到上天的眷顧吧。,有受到上天的眷顧吧。,[]
をあおった。,1,76,1,normal,9,358,51BDCEFE,text4,\x92をあおった。,{{L000}}をあおった。,"[""\\x92""]"
ろがねえってのは、心細いもんじゃねぇのか？,1,101,1,normal,9,359,9AE11D5B,text3,ろがねえってのは、心細いもんじゃねぇのか？,ろがねえってのは、心細いもんじゃねぇのか？,[]
うか、なるようになるだろ。,1,83,1,normal,9,360,85B9CEA2,text4,\x81\x84うか、なるようになるだろ。,{{L000}}{{L001}}うか、なるようになるだろ。,"[""\\x81"", ""\\x84""]"
總是順其自然吧。,1,63,1,kanji_term,9,361,A0EB7C2B,text4,\xBC\x8C總是順其自然吧。,{{L000}}{{L001}}總是順其自然吧。,"[""\\xBC"", ""\\x8C""]"
然吧。,1,48,2,kanji_term,9,362,87245A6A,text1,然吧。,然吧。,[]
然吧。,0,48,2,kanji_term,9,362,87245A6A,text2,然吧。,然吧。,[]
やましい限りだ。,1,68,2,normal,9,363,00BC46A5,text1,\x89やましい限りだ。,{{L000}}やましい限りだ。,"[""\\x89""]"
やましい限りだ。,0,68,2,normal,9,363,00BC46A5,text2,\x89やましい限りだ。,{{L000}}やましい限りだ。,"[""\\x89""]"
貴族の出でね。 まぁ、貧しいとは言わんが田舎の質素な家さ。,1,99,1,normal,9,363,00BC46A5,text4,"\x81\xAF貴族の出でね。
まぁ、貧しいとは言わんが田舎の質素な家さ。","{{L000}}{{L001}}貴族の出でね。
まぁ、貧しいとは言わんが田舎の質素な家さ。","[""\\x81"", ""\\xAF""]"
質素な家さ。,1,66,2,normal,9,364,CF9D477B,text1,質素な家さ。,質素な家さ。,[]
質素な家さ。,0,66,2,normal,9,364,CF9D477B,text2,質素な家さ。,質素な家さ。,[]
素家庭。,1,69,1,kanji_term,9,365,19A777E4,text3,\xB8素家庭。,{{L000}}素家庭。,"[""\\xB8""]"
ネがいて、そして親父がいた。,1,94,1,normal,9,367,8255E670,text3,\x82\xB3ネがいて、そして親父がいた。,{{L000}}{{L001}}ネがいて、そして親父がいた。,"[""\\x82"", ""\\xB3""]"
がいた。,1,74,1,normal,9,367,8255E670,text4,\xB6がいた。,{{L000}}がいた。,"[""\\xB6""]"
貓音還有我老爸。,1,73,1,kanji_term,9,368,A70754F9,text3,\x89貓音還有我老爸。,{{L000}}貓音還有我老爸。,"[""\\x89""]"
しい親父でなぁ…… 民と一緒に苦楽を共にする、俺の憧れだったのさ。,1,110,1,normal,9,369,CD2ADA28,text3,"\xB3しい親父でなぁ……
民と一緒に苦楽を共にする、俺の憧れだったのさ。","{{L000}}しい親父でなぁ……
民と一緒に苦楽を共にする、俺の憧れだったのさ。","[""\\xB3""]"
する、俺の憧れだったのさ。,1,83,1,normal,9,369,CD2ADA28,text4,\xABする、俺の憧れだったのさ。,{{L000}}する、俺の憧れだったのさ。,"[""\\xAB""]"
景仰的對象。,1,61,1,kanji_term,9,370,F3C33D0F,text4,\x88\x91景仰的對象。,{{L000}}{{L001}}景仰的對象。,"[""\\x88"", ""\\x91""]"
的對象。,1,49,2,kanji_term,9,371,D431EB69,text1,\xBB\xB0的對象。,{{L000}}{{L001}}的對象。,"[""\\xBB"", ""\\xB0""]"
的對象。,0,49,2,kanji_term,9,371,D431EB69,text2,\xBB\xB0的對象。,{{L000}}{{L001}}的對象。,"[""\\xBB"", ""\\xB0""]"
体を鍛え、 勉学を学び、ずっと精進を重ねてきた……,1,95,1,normal,9,371,D431EB69,text4,"体を鍛え、
勉学を学び、ずっと精進を重ねてきた……","体を鍛え、
勉学を学び、ずっと精進を重ねてきた……",[]
た……,1,63,2,normal,9,372,715EB7E4,text1,\x81\x8Dた……,{{L000}}{{L001}}た……,"[""\\x81"", ""\\x8D""]"
た……,0,63,2,normal,9,372,715EB7E4,text2,\x81\x8Dた……,{{L000}}{{L001}}た……,"[""\\x81"", ""\\x8D""]"
己……,1,68,1,kanji_term,9,373,19C4A466,text3,\x87\xAA己……,{{L000}}{{L001}}己……,"[""\\x87"", ""\\xAA""]"
むしろ誇らしく思っていた。,1,93,1,normal,9,374,D29877C3,text3,\x81むしろ誇らしく思っていた。,{{L000}}むしろ誇らしく思っていた。,"[""\\x81""]"
很自豪。,1,59,1,kanji_term,9,374,D29877C3,text4,\x97很自豪。,{{L000}}很自豪。,"[""\\x97""]"
面影を追い、親父も若い頃に奉公した帝都へ上り…… 偶然が重なり、右近衛大将の地位をるまでになった。,1,90,2,normal,9,375,23CEC516,text1,"\x81\xAE面影を追い、親父も若い頃に奉公した帝都へ上り……
偶然が重なり、右近衛大将の地位を<賜:たまわ>るまでになった。","{{L000}}{{L001}}面影を追い、親父も若い頃に奉公した帝都へ上り……
偶然が重なり、右近衛大将の地位を{{L002}}るまでになった。","[""\\x81"", ""\\xAE"", ""<賜:たまわ>""]"
面影を追い、親父も若い頃に奉公した帝都へ上り…… 偶然が重なり、右近衛大将の地位をるまでになった。,0,90,2,normal,9,375,23CEC516,text2,"\x81\xAE面影を追い、親父も若い頃に奉公した帝都へ上り……
偶然が重なり、右近衛大将の地位を<賜:たまわ>るまでになった。","{{L000}}{{L001}}面影を追い、親父も若い頃に奉公した帝都へ上り……
偶然が重なり、右近衛大将の地位を{{L002}}るまでになった。","[""\\x81"", ""\\xAE"", ""<賜:たまわ>""]"
>るまでになった。,1,89,1,normal,9,375,23CEC516,text3,>るまでになった。,>るまでになった。,[]
以前にも言ったと思うが、 オシュトルではやりにくい事が増えてきちまってな。,1,100,1,normal,9,376,E89216B3,text4,"以前にも言ったと思うが、
オシュトルではやりにくい事が増えてきちまってな。","以前にも言ったと思うが、
オシュトルではやりにくい事が増えてきちまってな。",[]
、 オシュトルではやりにくい事が増えてきちまってな。,1,86,2,normal,9,377,D7DB56BE,text1,"\x81\x8C、
オシュトルではやりにくい事が増えてきちまってな。","{{L000}}{{L001}}、
オシュトルではやりにくい事が増えてきちまってな。","[""\\x81"", ""\\x8C""]"
、 オシュトルではやりにくい事が増えてきちまってな。,0,86,2,normal,9,377,D7DB56BE,text2,"\x81\x8C、
オシュトルではやりにくい事が増えてきちまってな。","{{L000}}{{L001}}、
オシュトルではやりにくい事が増えてきちまってな。","[""\\x81"", ""\\x8C""]"
ってたな。,1,85,1,normal,9,378,1C87851B,text3,ってたな。,ってたな。,[]
は自分でやってて照れくさかったんだが、 そのうちこっちの方が、より親父に近いことに気づいた。,1,90,2,normal,9,379,FF1CB8AA,text1,"は自分でやってて照れくさかったんだが、
そのうちこっちの方が、より親父に近いことに気づいた。","は自分でやってて照れくさかったんだが、
そのうちこっちの方が、より親父に近いことに気づいた。",[]
は自分でやってて照れくさかったんだが、 そのうちこっちの方が、より親父に近いことに気づいた。,0,90,2,normal,9,379,FF1CB8AA,text2,"は自分でやってて照れくさかったんだが、
そのうちこっちの方が、より親父に近いことに気づいた。","は自分でやってて照れくさかったんだが、
そのうちこっちの方が、より親父に近いことに気づいた。",[]
いたものなんだと。,1,89,1,normal,9,380,9A13F7B5,text3,\x81\xA6いたものなんだと。,{{L000}}{{L001}}いたものなんだと。,"[""\\x81"", ""\\xA6""]"
才是我所追求的目標。,1,65,1,kanji_term,9,380,9A13F7B5,text4,\xA3才是我所追求的目標。,{{L000}}才是我所追求的目標。,"[""\\xA3""]"
話さ。,1,83,1,normal,9,381,BF41453C,text3,\x81\x84話さ。,{{L000}}{{L001}}話さ。,"[""\\x81"", ""\\x84""]"
ては想定外のか。 皮肉な話だ。,1,75,2,normal,9,382,A2447584,text1,"\x81\xA3ては想定外の<賜物:たまもの>か。
皮肉な話だ。","{{L000}}{{L001}}ては想定外の{{L002}}か。
皮肉な話だ。","[""\\x81"", ""\\xA3"", ""<賜物:たまもの>""]"
ては想定外のか。 皮肉な話だ。,0,75,2,normal,9,382,A2447584,text2,"\x81\xA3ては想定外の<賜物:たまもの>か。
皮肉な話だ。","{{L000}}{{L001}}ては想定外の{{L002}}か。
皮肉な話だ。","[""\\x81"", ""\\xA3"", ""<賜物:たまもの>""]"
、この先も楽しくやってけそうだぜ。,1,77,2,normal,9,383,8716C70D,text1,\x89、この先も楽しくやってけそうだぜ。,{{L000}}、この先も楽しくやってけそうだぜ。,"[""\\x89""]"
、この先も楽しくやってけそうだぜ。,0,77,2,normal,9,383,8716C70D,text2,\x89、この先も楽しくやってけそうだぜ。,{{L000}}、この先も楽しくやってけそうだぜ。,"[""\\x89""]"
ってけそうだぜ。,1,88,1,normal,9,383,8716C70D,text3,ってけそうだぜ。,ってけそうだぜ。,[]
棒に。,1,73,1,normal,9,384,0182B5A3,text4,棒に。,棒に。,[]
俺だけならかなりのになっちまっただろうが、 なんとか収めることが出来たしな。,1,90,2,normal,9,385,24D0072A,text1,"\x81俺だけならかなりの<大事:おおごと>になっちまっただろうが、
なんとか収めることが出来たしな。","{{L000}}俺だけならかなりの{{L001}}になっちまっただろうが、
なんとか収めることが出来たしな。","[""\\x81"", ""<大事:おおごと>""]"
俺だけならかなりのになっちまっただろうが、 なんとか収めることが出来たしな。,0,90,2,normal,9,385,24D0072A,text2,"\x81俺だけならかなりの<大事:おおごと>になっちまっただろうが、
なんとか収めることが出来たしな。","{{L000}}俺だけならかなりの{{L001}}になっちまっただろうが、
なんとか収めることが出来たしな。","[""\\x81"", ""<大事:おおごと>""]"
、 なんとか収めることが出来たしな。,1,98,1,normal,9,385,24D0072A,text3,"\x81\x8C、
なんとか収めることが出来たしな。","{{L000}}{{L001}}、
なんとか収めることが出来たしな。","[""\\x81"", ""\\x8C""]"
ら……思ったのよ。,1,79,1,normal,9,386,D586B5FF,text4,ら……思ったのよ。,ら……思ったのよ。,[]
なる難関があろうとも、 アンちゃんとなら何とかなるんじゃねぇかってよ。,1,90,2,normal,9,387,F0D40776,text1,"なる難関があろうとも、
アンちゃんとなら何とかなるんじゃねぇかってよ。","なる難関があろうとも、
アンちゃんとなら何とかなるんじゃねぇかってよ。",[]
なる難関があろうとも、 アンちゃんとなら何とかなるんじゃねぇかってよ。,0,90,2,normal,9,387,F0D40776,text2,"なる難関があろうとも、
アンちゃんとなら何とかなるんじゃねぇかってよ。","なる難関があろうとも、
アンちゃんとなら何とかなるんじゃねぇかってよ。",[]
あろうとも、 アンちゃんとなら何とかなるんじゃねぇかってよ。,1,110,1,normal,9,387,F0D40776,text3,"\x81\x8Cあろうとも、
アンちゃんとなら何とかなるんじゃねぇかってよ。","{{L000}}{{L001}}あろうとも、
アンちゃんとなら何とかなるんじゃねぇかってよ。","[""\\x81"", ""\\x8C""]"
も、 アンちゃんとなら何とかなるんじゃねぇかってよ。,1,96,1,normal,9,387,F0D40776,text4,"\xA8も、
アンちゃんとなら何とかなるんじゃねぇかってよ。","{{L000}}も、
アンちゃんとなら何とかなるんじゃねぇかってよ。","[""\\xA8""]"
、 アンちゃんとなら何とかなるんじゃねぇかってよ。,1,85,2,normal,9,388,71AC5D0A,text1,"、
アンちゃんとなら何とかなるんじゃねぇかってよ。","、
アンちゃんとなら何とかなるんじゃねぇかってよ。",[]
、 アンちゃんとなら何とかなるんじゃねぇかってよ。,0,85,2,normal,9,388,71AC5D0A,text2,"、
アンちゃんとなら何とかなるんじゃねぇかってよ。","、
アンちゃんとなら何とかなるんじゃねぇかってよ。",[]
何か？ この先も今日みたいな無茶ぶりをするぞと言う予告か宣言か？,1,90,2,normal,9,389,E60789EB,text1,"\x80\xA6何か？
この先も今日みたいな無茶ぶりをするぞと言う予告か宣言か？","{{L000}}{{L001}}何か？
この先も今日みたいな無茶ぶりをするぞと言う予告か宣言か？","[""\\x80"", ""\\xA6""]"
何か？ この先も今日みたいな無茶ぶりをするぞと言う予告か宣言か？,0,90,2,normal,9,389,E60789EB,text2,"\x80\xA6何か？
この先も今日みたいな無茶ぶりをするぞと言う予告か宣言か？","{{L000}}{{L001}}何か？
この先も今日みたいな無茶ぶりをするぞと言う予告か宣言か？","[""\\x80"", ""\\xA6""]"
麼？ 是在宣告還是預告往後也會有像今天這樣的浩劫嗎？,1,76,1,kanji_sentence,9,389,E60789EB,text3,"\xBB\x80麼？
是在宣告還是預告往後也會有像今天這樣的浩劫嗎？","{{L000}}{{L001}}麼？
是在宣告還是預告往後也會有像今天這樣的浩劫嗎？","[""\\xBB"", ""\\x80""]"
哈！,0,77,3,kanji_term,9,390,BAF08EAF,text1,哈！,哈！,[]
哈！,0,77,3,kanji_term,9,390,BAF08EAF,text2,哈！,哈！,[]
哈！,1,77,3,kanji_term,9,390,BAF08EAF,text4,\x93\x88哈！,{{L000}}{{L001}}哈！,"[""\\x93"", ""\\x88""]"
で飲み明かすこととなった。,1,73,2,normal,9,391,D26A9D2D,text1,\x81\xBEで飲み明かすこととなった。,{{L000}}{{L001}}で飲み明かすこととなった。,"[""\\x81"", ""\\xBE""]"
で飲み明かすこととなった。,0,73,2,normal,9,391,D26A9D2D,text2,\x81\xBEで飲み明かすこととなった。,{{L000}}{{L001}}で飲み明かすこととなった。,"[""\\x81"", ""\\xBE""]"
ズールッシャ。,1,87,1,normal,9,406,10C99A76,text3,\x82\xA6ズールッシャ。,{{L000}}{{L001}}ズールッシャ。,"[""\\x82"", ""\\xA6""]"
ッシャ。,1,74,1,normal,9,406,10C99A76,text4,\xABッシャ。,{{L000}}ッシャ。,"[""\\xAB""]"
ャ。,1,62,2,normal,9,407,359B28FF,text1,\xB7ャ。,{{L000}}ャ。,"[""\\xB7""]"
ャ。,0,62,2,normal,9,407,359B28FF,text2,\xB7ャ。,{{L000}}ャ。,"[""\\xB7""]"
に及ぶ部族をまとめ、 強國となした傑物、グンドゥルア。,1,107,1,normal,9,407,359B28FF,text3,"に及ぶ部族をまとめ、
強國となした傑物、グンドゥルア。","に及ぶ部族をまとめ、
強國となした傑物、グンドゥルア。",[]
魯亞。,1,48,2,kanji_term,9,408,C4CD9A2A,text1,魯亞。,魯亞。,[]
魯亞。,0,48,2,kanji_term,9,408,C4CD9A2A,text2,魯亞。,魯亞。,[]
てより侵攻の気配を見せていた強敵が、 ヤマト国境を越え、侵攻を開始したのだ。,1,90,2,normal,9,409,0F91498F,text1,"てより侵攻の気配を見せていた強敵が、
ヤマト国境を越え、侵攻を開始したのだ。","てより侵攻の気配を見せていた強敵が、
ヤマト国境を越え、侵攻を開始したのだ。",[]
てより侵攻の気配を見せていた強敵が、 ヤマト国境を越え、侵攻を開始したのだ。,0,90,2,normal,9,409,0F91498F,text2,"てより侵攻の気配を見せていた強敵が、
ヤマト国境を越え、侵攻を開始したのだ。","てより侵攻の気配を見せていた強敵が、
ヤマト国境を越え、侵攻を開始したのだ。",[]
八柱将に対し全面抗戦を下命、 ついに戦いの火蓋が切って落とされた。,1,90,2,normal,9,410,8EE913F3,text1,"\x81\xAF八柱将に対し全面抗戦を下命、
ついに戦いの火蓋が切って落とされた。","{{L000}}{{L001}}八柱将に対し全面抗戦を下命、
ついに戦いの火蓋が切って落とされた。","[""\\x81"", ""\\xAF""]"
